fuente,source_record_id,fecha_hora,fecha,hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,fase_vuelo,descripcion,tipo_incidente,categoria_incidente,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo
JST,JST-RAW-152024017-23,2023-12-21T21:30:00,2023-12-21,2130,,,Lincoln,Buenos Aires,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Local | Lincoln, Buenos Aires",ARC (Abnormal runway contact),Pista,,LV-OMR,,,,,,-34.957,-61.531,0,0,Alto
JST,JST-RAW-152814990-23,2023-12-23T22:27:00,2023-12-23,2227,,,San Fernando,Buenos Aires,Ascenso inicial,"Incidente | BIRD (Birdstrike) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",BIRD (Birdstrike),Fauna,,LV-GOM,,,,,,-34.455,-58.591,0,0,Alto
JST,JST-RAW-153681384-23,2023-12-27T21:20:00,2023-12-27,2120,,,Ranchos,Buenos Aires,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Dual | Ranchos, Buenos Aires",RE (Runway Excursion),Pista,,LV-OMI,,,,,,-35.57,-58.438,0,0,Alto
JST,JST-RAW-153827561-23,2023-12-28T14:00:00,2023-12-28,1400,,,Villa Rumipal,Cordoba,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Villa Rumipal, Cordoba",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-FQS,,,,,,-32.168,-64.496,0,0,Alto
JST,JST-RAW-00404649-24,2023-12-30T11:40:00,2023-12-30,1140,,,Chascomus,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | Chascomus, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-GSL,,,,,,-35.536,-58.063,0,0,Alto
JST,JST-RAW-02351754-24,2024-01-06T01:00:00,2024-01-06,0100,,,Río Cuarto - (SAOC),Cordoba,Ascenso inicial,"Incidente | WILD (Collision Wildlife), BIRD (Birdstrike) | Commercial Air Transport / Scheduled / Airline (domestic) | Río Cuarto - (SAOC), Cordoba","WILD (Collision Wildlife), BIRD (Birdstrike)",Fauna,,LV-CHQ,,,,,,-33.092,-64.269,0,0,Alto
JST,JST-RAW-2048401-24,2024-01-06T01:28:00,2024-01-06,0128,,,Astor Piazolla (SAZM - MDQ),Buenos Aires,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Commercial Air Transport / Scheduled / Airline (domestic) | Astor Piazolla (SAZM - MDQ), Buenos Aires",ARC (Abnormal runway contact),Pista,,LV-KJE,,,,,,-37.934,-57.573,0,0,Alto
JST,JST-RAW-3355492-24,2024-01-10T12:55:00,2024-01-10,1255,,,Ezpeleta,Buenos Aires,Aterrizaje,"Accidente | ARC (Abnormal runway contact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Ezpeleta, Buenos Aires","ARC (Abnormal runway contact), LOC-I (Loss of control - inflight)",Pista,,LV-CUR,,,,,,-34.743,-58.203,0,0,Critico
JST,JST-ESPERANZA-20240719,2024-07-19T16:10:00,2024-07-19,1610,SAAV,Sauce Viejo,Esperanza,Santa Fe,Maniobra a baja altura,Accidente de aeronave Sonerai II LS durante vuelo recreativo con maniobra acrobatica a baja altura e impacto contra el terreno.,Impacto contra el terreno,Operacion,Sonerai II LS,LV-X393,Experimental,VMC,Dia,10.0,6.0,-31.7117,-60.8117,0,2,Critico
JST,JST-SADF-20241218,2024-12-18T13:18:00,2024-12-18,1318,SADF,San Fernando,San Fernando,Buenos Aires,Aterrizaje,Accidente de la aeronave Bombardier Challenger 300 en el Aeropuerto Internacional de San Fernando durante la fase final del vuelo.,Accidente en aterrizaje,Operacion,Bombardier Challenger 300,LV-GOK,Ejecutiva,VMC,Dia,10.0,8.0,-34.4539,-58.5896,0,2,Critico
JST,MEDIA-AEP-EZE-20260216,2026-02-16T17:20:00,2026-02-16,1720,SABE,Aeroparque Jorge Newbery,Ciudad de Buenos Aires,CABA,Ascenso inicial,Vuelo comercial que despego de Aeroparque y debio desviarse a Ezeiza por un desperfecto en un motor poco despues del despegue.,Falla de motor,Operacion,B737-800,,Comercial,VMC,Dia,10.0,12.0,-34.5592,-58.4156,0,0,Alto
JST,MEDIA-SAZR-20260301,2026-03-01T14:25:00,2026-03-01,1425,SAZR,Santa Rosa,Santa Rosa,La Pampa,Aterrizaje,La aeronave se desvio lateralmente durante la carrera de aterrizaje en pista humeda y requirio intervencion operativa.,Excursion de pista,Pista,B737-800,LV-FPS,Comercial,Lluvia,Dia,5.0,18.0,-36.5883,-64.2757,0,0,Alto
JST,MEDIA-AEP-EZE-20260312,2026-03-12T17:20:00,2026-03-12,1720,SABE,Aeroparque Jorge Newbery,Ciudad de Buenos Aires,CABA,Ascenso inicial,Aeronave de Aerolineas Argentinas debio aterrizar de emergencia en Ezeiza tras impacto o desperfecto detectado en un motor luego de despegar desde Aeroparque.,Impacto en motor,Fauna,B737-800,,Comercial,VMC,Dia,10.0,14.0,-34.5592,-58.4156,0,0,Alto
