source_record_id,fecha_hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,tipo_incidente,categoria_incidente,fase_vuelo,descripcion,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo,event_codes,mapped_event_codes,unknown_event_codes,mapping_rule_source,mapping_version
JST-RAW-82756806-23,2023-07-14T17:00:00,,,Corrientes,Corrientes,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Pleasure / Otros, Commercial Air Transport / Scheduled / Airline (domestic) | Corrientes, Corrientes",,"LV-AXM, LV-KCE",,,,,,-27.445,-58.76166,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-82761122-23,2023-07-15T19:00:00,,,Rio Tercero,Cordoba,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Pleasure / Otros | Rio Tercero, Cordoba",,LV-FQS,,,,,,-32.17277,-64.08833,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-113231830-23,2023-08-01T19:30:00,,,Coronel Olmedo,Cordoba,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente grave | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Relocation / Ferry | Coronel Olmedo, Cordoba",,LV-KFP,,,,,,-31.48777,-64.14194,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-90996017-23,2023-08-05T20:10:00,,,General Rodriguez,Buenos Aires,UNK (Unknown o undetermined),Operacion,En vuelo,"Accidente | UNK (Unknown o undetermined) | Non-Commercial Operations / Flight Training/Instructional / Dual | General Rodriguez, Buenos Aires",,LV-NRF,,,,,,-34.666,-59.042,0,0,Bajo,UNK,UNK,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-91187464-23,2023-08-06T17:39:00,,,Bariloche,Rio Negro,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Commercial Air Transport / Non-Scheduled / Airline (internacional) | Bariloche, Rio Negro",,PP-CGG,,,,,,-41.151,-71.157,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-91787267-23,2023-08-08T10:25:00,,,San Fernando,Buenos Aires,"SCF-NP (System/component failure or malfunction (No Powerplant), LOC-G (Loss of control -ground)",Tecnico,Rodaje,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant), LOC-G (Loss of control -ground) | Non-Commercial Operations / Relocation / Positioning | San Fernando, Buenos Aires",,LV-WDR,,,,,,-34.455,-58.583,0,0,Alto,LOC-G|SCF-NP,LOC-G|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-94451761-23,2023-08-14T12:50:00,,,Piquete Cabado,Salta,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Relocation / Delivery | Piquete Cabado, Salta",,LV-FKN,,,,,,-24.806,-64.18,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-30773082-25,2023-08-24T20:15:00,,,El Dorado,Misiones,FUEL (Fuel related),Tecnico,Ascenso inicial,"Accidente | FUEL (Fuel related) | Non-Commercial Operations / Flight Training/Instructional / Dual | El Dorado, Misiones",,LV-CLJ,,,,,,-26.396,-54.574,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-100035130-23,2023-08-26T16:30:00,,,SALADILLO,Buenos Aires,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,Aterrizaje,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Local | SALADILLO, Buenos Aires",,LV-S135,,,,,,-35.602,-59.817,0,0,Alto,RE|SCF-NP,RE|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-100899257-23,2023-08-29T15:50:00,,,Belen de Escobar,Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | Belen de Escobar, Buenos Aires",,LV-HVZ,,,,,,-34.298,-58.798,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-102007501-23,2023-08-30T18:20:00,,,Villa Gral. Belgrano,Cordoba,RE (Runway Excursion),Pista,Aterrizaje,"Incidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | Villa Gral. Belgrano, Cordoba",,LV-GJJ,,,,,,-31.964,-64.564,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-109789817-23,2023-09-16T17:45:00,,,Ministro Pistarini -Ezeiza (SAEZ),Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Ministro Pistarini -Ezeiza (SAEZ), Buenos Aires",,LV-JZQ,,,,,,-34.821,-58.535,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-109799769-23,2023-09-17T12:30:00,,,San Luis,San Luis,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",Seguridad operacional,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | San Luis, San Luis",,LV-GLQ,,,,,,-33.275,-66.35,0,0,Critico,F-POST|LOC-I,F-POST|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-112416337-23,2023-09-21T19:30:00,,,Buenos Aires,Buenos Aires,LOC-G (Loss of control -ground),Operacion,Rodaje,"Accidente | LOC-G (Loss of control -ground) | Non-Commercial Operations / Flight Training/Instructional / Dual | Buenos Aires, Buenos Aires",,LV-ZMN,,,,,,-35.638,-60.461,0,0,Alto,LOC-G,LOC-G,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-113031542-23,2023-09-23T20:20:00,,,San Fernando,Buenos Aires,LOC-G (Loss of control -ground),Operacion,Rodaje,"Incidente | LOC-G (Loss of control -ground) | Non-Commercial Operations / Pleasure / Otros | San Fernando, Buenos Aires",,LV-COV,,,,,,-34.455,-58.591,0,0,Alto,LOC-G,LOC-G,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-114756085-23,2023-09-27T00:00:00,,,Islas Malvinas - Rosario (SAAR),Santa Fe,"ARC (Abnormal runway contact), SCF-PP (Powerplant failure or malfunction)",Pista,Ascenso inicial,"Accidente | ARC (Abnormal runway contact), SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Dual | Islas Malvinas - Rosario (SAAR), Santa Fe",,LV-ONS,,,,,,-32.903,-60.784,0,0,Alto,ARC|SCF-PP,ARC|SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-115025976-23,2023-09-27T21:00:00,,,San Cayetano,Buenos Aires,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Test Flight / Post Maintenance Functional Check Flight | San Cayetano, Buenos Aires",,LV-OHU,,,,,,-38.323,-59.427,0,0,Alto,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-118708414-23,2023-09-30T21:45:00,,,Rivadavia,Mendoza,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Rivadavia, Mendoza",,LV-UX079,,,,,,-33.226,-68.489,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-119797612-23,2023-10-05T08:40:00,,,Ministro Pistarini -Ezeiza (SAEZ),Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Commercial Air Transport / Scheduled / Airline (domestic) | Ministro Pistarini -Ezeiza (SAEZ), Buenos Aires",,LV-KHO,,,,,,-34.559,-58.415,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-1740669-24,2023-10-08T21:40:00,,,Chascomus,Buenos Aires,FUEL (Fuel related),Tecnico,Ascenso inicial,"Incidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Parachute drop | Chascomus, Buenos Aires",,LV-GYC,,,,,,-35.542,-58.051,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-134231883-23,2023-11-05T11:40:00,,,Ingeniero Taravella - Córdoba (SACO),Cordoba,"SCF-NP (System/component failure or malfunction (No Powerplant), FUEL (Fuel related)",Tecnico,Ascenso inicial,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant), FUEL (Fuel related) | Commercial Air Transport / Scheduled / Airline (domestic) | Ingeniero Taravella - Córdoba (SACO), Cordoba",,LV-GOO,,,,,,-31.31,-64.208,0,0,Alto,FUEL|SCF-NP,FUEL|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-151508998-23,2023-11-06T11:20:00,,,Las Heras,Mendoza,"LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Operacion,Maniobra a baja altura,"Incidente | LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | Las Heras, Mendoza",,LQ-BFB,,,,,,-32.772,-69.931,0,0,Critico,LALT|LOC-I,LALT|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-134235328-23,2023-11-08T21:30:00,,,Casilda,Santa Fe,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | Casilda, Santa Fe",,LV-OLZ,,,,,,-33.065,-61.206,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-135569176-23,2023-11-12T19:30:00,,,Villa Cañás,Santa Fe,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Demostration / Demostration | Villa Cañás, Santa Fe",,LV-X468,,,,,,-33.959,-61.626,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-135571047-23,2023-11-13T23:15:00,,,Villa Ojo de Agua,Santiago Del Estero,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente grave | ARC (Abnormal runway contact) | Non-Commercial Operations / Bussiness / Bussiness | Villa Ojo de Agua, Santiago Del Estero",,LQ-FKA,,,,,,-29.51,-63.696,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-145768499-23,2023-11-22T13:40:00,,,Morón,Buenos Aires,F-NI (Fire/smoke non-impact),Seguridad operacional,En vuelo,"Incidente | F-NI (Fire/smoke non-impact) | Non-Commercial Operations / Flight Training/Instructional / Dual | Morón, Buenos Aires",,LV-S048,,,,,,-34.678,-58.643,0,0,Alto,F-NI,F-NI,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-140796134-23,2023-11-26T21:30:00,,,Río Paraná,Buenos Aires,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Pleasure / Otros | Río Paraná, altura Ramallo, Buenos Aires",,LV-FQJ,,,,,,-32.497,-59.973,0,0,Alto,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-141422183-23,2023-11-27T22:52:00,,,General Rodríguez,Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Otros | General Rodríguez, Buenos Aires",,LV-X429,,,,,,-34.679,-59.034,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-GODOY-20231128,2023-11-28T11:20:00,SAME,El Plumerillo,Godoy Cruz,Mendoza,Falla de motor,Tecnico,Ascenso inicial,Perdida de potencia por falla de motor despues del despegue y aterrizaje de emergencia en zona urbana de Godoy Cruz.,Tecnam P2002 Sierra,LV-S077,Instruccion,VMC,Dia,10.0,5.0,-32.8317,-68.7929,0,0,Alto,,,,,
JST-RAW-147824849-23,2023-12-12T12:00:00,,,Cordoba,Cordoba,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Cordoba, Cordoba",,LV-CGM,,,,,,-31.482,-64.182,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-149632535-23,2023-12-16T10:20:00,,,Cutral-Co,Neuquen,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",Seguridad operacional,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Dual | Cutral-Co, Neuquen",,LV-GHP,,,,,,-38.939,-69.265,0,0,Critico,F-POST|LOC-I,F-POST|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-149872133-23,2023-12-17T06:32:00,,,Ministro Pistarini -Ezeiza (SAEZ),Buenos Aires,RAMP (Ground Handling),Seguridad operacional,En tierra,"Incidente | RAMP (Ground Handling) | Commercial Air Transport / Scheduled / Airline (internacional) | Ministro Pistarini -Ezeiza (SAEZ), Buenos Aires",,CC-BFR,,,,,,-34.822,-58.535,0,0,Medio,RAMP,RAMP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-152024017-23,2023-12-21T21:30:00,,,Lincoln,Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Local | Lincoln, Buenos Aires",,LV-OMR,,,,,,-34.957,-61.531,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-152814990-23,2023-12-23T22:27:00,,,San Fernando,Buenos Aires,BIRD (Birdstrike),Fauna,Ascenso inicial,"Incidente | BIRD (Birdstrike) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",,LV-GOM,,,,,,-34.455,-58.591,0,0,Alto,BIRD,BIRD,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-153681384-23,2023-12-27T21:20:00,,,Ranchos,Buenos Aires,RE (Runway Excursion),Pista,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Dual | Ranchos, Buenos Aires",,LV-OMI,,,,,,-35.57,-58.438,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-153827561-23,2023-12-28T14:00:00,,,Villa Rumipal,Cordoba,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Villa Rumipal, Cordoba",,LV-FQS,,,,,,-32.168,-64.496,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-00404649-24,2023-12-30T11:40:00,,,Chascomus,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | Chascomus, Buenos Aires",,LV-GSL,,,,,,-35.536,-58.063,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-02351754-24,2024-01-06T01:00:00,,,Río Cuarto - (SAOC),Cordoba,"WILD (Collision Wildlife), BIRD (Birdstrike)",Fauna,Ascenso inicial,"Incidente | WILD (Collision Wildlife), BIRD (Birdstrike) | Commercial Air Transport / Scheduled / Airline (domestic) | Río Cuarto - (SAOC), Cordoba",,LV-CHQ,,,,,,-33.092,-64.269,0,0,Alto,BIRD|WILD,BIRD|WILD,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-2048401-24,2024-01-06T01:28:00,,,Astor Piazolla (SAZM - MDQ),Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Commercial Air Transport / Scheduled / Airline (domestic) | Astor Piazolla (SAZM - MDQ), Buenos Aires",,LV-KJE,,,,,,-37.934,-57.573,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-3355492-24,2024-01-10T12:55:00,,,Ezpeleta,Buenos Aires,"ARC (Abnormal runway contact), LOC-I (Loss of control - inflight)",Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Ezpeleta, Buenos Aires",,LV-CUR,,,,,,-34.743,-58.203,0,0,Critico,ARC|LOC-I,ARC|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-ESPERANZA-20240719,2024-07-19T16:10:00,SAAV,Sauce Viejo,Esperanza,Santa Fe,Impacto contra el terreno,Operacion,Maniobra a baja altura,Accidente de aeronave Sonerai II LS durante vuelo recreativo con maniobra acrobatica a baja altura e impacto contra el terreno.,Sonerai II LS,LV-X393,Experimental,VMC,Dia,10.0,6.0,-31.7117,-60.8117,0,2,Critico,,,,,
JST-SADF-20241218,2024-12-18T13:18:00,SADF,San Fernando,San Fernando,Buenos Aires,Accidente en aterrizaje,Operacion,Aterrizaje,Accidente de la aeronave Bombardier Challenger 300 en el Aeropuerto Internacional de San Fernando durante la fase final del vuelo.,Bombardier Challenger 300,LV-GOK,Ejecutiva,VMC,Dia,10.0,8.0,-34.4539,-58.5896,0,2,Critico,,,,,
MEDIA-AEP-EZE-20260216,2026-02-16T17:20:00,SABE,Aeroparque Jorge Newbery,Ciudad de Buenos Aires,CABA,Falla de motor,Operacion,Ascenso inicial,Vuelo comercial que despego de Aeroparque y debio desviarse a Ezeiza por un desperfecto en un motor poco despues del despegue.,B737-800,,Comercial,VMC,Dia,10.0,12.0,-34.5592,-58.4156,0,0,Alto,,,,,
MEDIA-SAZR-20260301,2026-03-01T14:25:00,SAZR,Santa Rosa,Santa Rosa,La Pampa,Excursion de pista,Pista,Aterrizaje,La aeronave se desvio lateralmente durante la carrera de aterrizaje en pista humeda y requirio intervencion operativa.,B737-800,LV-FPS,Comercial,Lluvia,Dia,5.0,18.0,-36.5883,-64.2757,0,0,Alto,,,,,
MEDIA-AEP-EZE-20260312,2026-03-12T17:20:00,SABE,Aeroparque Jorge Newbery,Ciudad de Buenos Aires,CABA,Impacto en motor,Fauna,Ascenso inicial,Aeronave de Aerolineas Argentinas debio aterrizar de emergencia en Ezeiza tras impacto o desperfecto detectado en un motor luego de despegar desde Aeroparque.,B737-800,,Comercial,VMC,Dia,10.0,14.0,-34.5592,-58.4156,0,0,Alto,,,,,
